epoch,acc,prec0,prec1,rec0,rec1,auroc,auprc,minpse,f1_score
0,0.8646803498268127,0.8646803498268127,,1.0,0.0,0.7473022056547481,0.33065625372084445,0.3881278538812785,
1,0.8646803498268127,0.8646803498268127,,1.0,0.0,0.7335304471242188,0.3092099630502373,0.3684210526315789,
2,0.8646803498268127,0.8646803498268127,,1.0,0.0,0.7893374144641951,0.413394947198326,0.44495412844036697,
3,0.8653010725975037,0.8661270141601562,0.6000000238418579,0.9985642433166504,0.013761468231678009,0.808302653503428,0.4162330172634419,0.4416475972540046,0.02690583060023105
4,0.8696461915969849,0.8713119626045227,0.7222222089767456,0.996410608291626,0.059633027762174606,0.8110062106074277,0.4410797877876137,0.4404494382022472,0.11016949335435831
5,0.8739913105964661,0.888127863407135,0.5961538553237915,0.9773869514465332,0.21330274641513824,0.8179544511548568,0.4387826742324599,0.4533029612756264,0.31418918986948313
6,0.8736809492111206,0.8803965449333191,0.6526315808296204,0.9881550669670105,0.14220184087753296,0.821321548766111,0.44513569949740234,0.454337899543379,0.2335216654817001
7,0.874612033367157,0.8856865167617798,0.6194030046463013,0.9816941618919373,0.1903669685125351,0.81927000665187,0.43325176996605846,0.4419134396355353,0.2912280623404274
8,0.8646803498268127,0.8646803498268127,,1.0,0.0,0.8265261431666854,0.4438889456186709,0.463302752293578,
9,0.8739913105964661,0.888127863407135,0.5961538553237915,0.9773869514465332,0.21330274641513824,0.8337123033252765,0.4560164494378477,0.47757847533632286,0.31418918986948313
10,0.869025468826294,0.8754764795303345,0.5945945978164673,0.9892318844795227,0.10091742873191833,0.8364068046655294,0.4428007005895407,0.4701834862385321,0.17254900875296925
11,0.8702669143676758,0.8749208450317383,0.640625,0.9917444586753845,0.09403669834136963,0.8379676890349519,0.45383109352520473,0.4703196347031963,0.164000001663208
12,0.8693358302116394,0.8964130282402039,0.5313807725906372,0.9597989916801453,0.2912844121456146,0.8320843239790038,0.43379665521246547,0.4610091743119266,0.37629629461448105
13,0.8727498650550842,0.8822394013404846,0.6140350699424744,0.9842067360877991,0.16055046021938324,0.8409437423026009,0.4593402843347032,0.4762979683972912,0.2545454500111666
14,0.8705772757530212,0.8771092295646667,0.6172839403152466,0.9888729453086853,0.11467889696359634,0.8428207551519064,0.4675606516197856,0.47706422018348627,0.19342358825261088
15,0.8764742612838745,0.8937994837760925,0.6000000238418579,0.972720742225647,0.26146790385246277,0.8431508789030342,0.4739322386561338,0.4908675799086758,0.36421725771726016
16,0.8783364295959473,0.8987341523170471,0.6000000238418579,0.9684134721755981,0.302752286195755,0.8447274050462009,0.47254673720426543,0.48853211009174313,0.40243903651682816
17,0.8727498650550842,0.8829787373542786,0.6083333492279053,0.9831299185752869,0.16743119060993195,0.8484427379360762,0.4715207828812619,0.4931506849315068,0.2625899320602984
18,0.8798882961273193,0.9056476354598999,0.5924528241157532,0.9612347483634949,0.3600917458534241,0.845223825549767,0.4650849774315188,0.4793577981651376,0.4479315267705245
19,0.8770949840545654,0.8946499228477478,0.6030927896499634,0.9723618030548096,0.2683486342430115,0.8455761770846368,0.46764323761054305,0.4794520547945205,0.3714285825463619
20,0.8752327561378479,0.889288067817688,0.606249988079071,0.9773869514465332,0.22247706353664398,0.8526125055157834,0.4756561046002104,0.5022935779816514,0.3255033474020376
21,0.8755431175231934,0.8852988481521606,0.6377952694892883,0.9834888577461243,0.18577980995178223,0.8537749362803532,0.4763732120837275,0.4897025171624714,0.28774421886169765
22,0.8743016719818115,0.8834138512611389,0.632478654384613,0.9845656752586365,0.16972477734088898,0.8548846789649427,0.48341827880892535,0.5102974828375286,0.26763111833466413
23,0.8780260682106018,0.8939743041992188,0.616216242313385,0.974515438079834,0.26146790385246277,0.8571313316253614,0.5056041325853622,0.5137614678899083,0.3671497893002496
24,0.8770949840545654,0.8897586464881897,0.6282051205635071,0.9791816473007202,0.22477063536643982,0.8574853296627304,0.4933910674356114,0.5146067415730337,0.3310810841723376
25,0.8792675137519836,0.8915387392044067,0.6459627151489258,0.9795405864715576,0.23853211104869843,0.8554815361209717,0.49648999167215385,0.5206073752711496,0.3484087027840866
26,0.8758534789085388,0.8883463740348816,0.6200000047683716,0.9795405864715576,0.21330274641513824,0.8585201564835976,0.49431098085926967,0.510158013544018,0.31740614313711524
27,0.8805090188980103,0.901908278465271,0.6085106134414673,0.9669777750968933,0.3279816508293152,0.8589820004346768,0.502145626518697,0.5229357798165137,0.4262295016373653
28,0.8764742612838745,0.9083447456359863,0.563758373260498,0.9533381462097168,0.38532111048698425,0.8554626013422287,0.4925705160091756,0.5,0.4577656546785665
29,0.8811297416687012,0.9017050862312317,0.6147186160087585,0.9680545330047607,0.32568806409835815,0.8607248233302819,0.5089029043116627,0.5298165137614679,0.42578709881199506
30,0.8808193802833557,0.8998002409934998,0.6192660331726074,0.9702081680297852,0.3096330165863037,0.8606630794865547,0.518723116096099,0.5160550458715596,0.4128440221150716
31,0.8795778751373291,0.8975464105606079,0.6165048480033875,0.9716439247131348,0.2912844121456146,0.8581011215975025,0.5026878839792256,0.5114678899082569,0.3956386487797575
32,0.8857852220535278,0.9095528721809387,0.6259258985519409,0.9637473225593567,0.3876146674156189,0.8592437943320798,0.5186273893379593,0.5229357798165137,0.47875355246465023
33,0.8882681727409363,0.9097973108291626,0.6450381875038147,0.9666188359260559,0.3876146674156189,0.8635596890086079,0.5345713435340257,0.5298165137614679,0.48424068423104594
34,0.8811297416687012,0.8948405981063843,0.6480447053909302,0.9773869514465332,0.26605504751205444,0.860929812891456,0.5248784689994347,0.518348623853211,0.3772357761506103
35,0.8820608258247375,0.903691291809082,0.6157024502754211,0.9666188359260559,0.3417431116104126,0.8627549609120306,0.5413737294876316,0.5240274599542334,0.439528009861656
36,0.8811297416687012,0.8927754163742065,0.6625766754150391,0.9802584648132324,0.24770642817020416,0.8613414385163037,0.5257093527855169,0.5292792792792793,0.36060101235805386
37,0.8848541378974915,0.9083530902862549,0.6226415038108826,0.9641062617301941,0.37844038009643555,0.862762370173278,0.533000752884012,0.528604118993135,0.47075604328526344
38,0.8801986575126648,0.9152249097824097,0.5753012299537659,0.9493898153305054,0.43807339668273926,0.8621581037560015,0.5479304890357026,0.5321100917431193,0.49739587339314045
39,0.8820608258247375,0.9023411273956299,0.6206896305084229,0.9684134721755981,0.3302752375602722,0.8594076213307693,0.5208669436023392,0.5206422018348624,0.43113772558958174
40,0.8867163062095642,0.9009605646133423,0.674876868724823,0.976310133934021,0.3142201900482178,0.8658470926058868,0.5414589177600138,0.5298165137614679,0.4287950026116082
41,0.8864059448242188,0.8980262875556946,0.692307710647583,0.979899525642395,0.2889908254146576,0.8631147217081475,0.5462043676653993,0.5252293577981652,0.40776698081629587
42,0.8870266675949097,0.9071956872940063,0.6451612710952759,0.9684134721755981,0.3669724762439728,0.8639774890178283,0.5468063591622069,0.5275229357798165,0.46783626536363204
43,0.8867163062095642,0.8988468050956726,0.6898396015167236,0.9791816473007202,0.2958715558052063,0.8641528415340134,0.5490169282893864,0.541095890410959,0.4141252021765174
44,0.8891992568969727,0.9041597247123718,0.6820276379585266,0.9752333164215088,0.33944955468177795,0.8653473790973214,0.5528063263522603,0.5389908256880734,0.4532924922830379
45,0.8814401030540466,0.9185236692428589,0.5771428346633911,0.9468772411346436,0.46330276131629944,0.8638432990641279,0.5431958027929791,0.5321100917431193,0.5139949223021292
46,0.8857852220535278,0.9005964398384094,0.6666666865348816,0.9755922555923462,0.31192660331726074,0.8663064668032167,0.5540303395104496,0.5265486725663717,0.425000002007
47,0.8860955834388733,0.9095834493637085,0.6282528042793274,0.9641062617301941,0.3876146674156189,0.8659088364496137,0.5525114092502957,0.5344036697247706,0.4794326200392166
48,0.8857852220535278,0.8992734551429749,0.6752577424049377,0.9773869514465332,0.30045872926712036,0.8642936174977115,0.54885351227143,0.5308924485125858,0.4158730309494318
49,0.8891992568969727,0.9082353115081787,0.659919023513794,0.9698492288589478,0.3738532066345215,0.8669362540092335,0.5605472720250069,0.536697247706422,0.477305998100487
50,0.8882681727409363,0.8979659080505371,0.7183908224105835,0.9824120402336121,0.28669723868370056,0.8671231320429145,0.555893910120361,0.5375854214123007,0.40983604710129673
51,0.8864059448242188,0.9038718342781067,0.6548672318458557,0.9720028638839722,0.33944955468177795,0.8651744963348855,0.5469731336880326,0.5275229357798165,0.44712990180787154
52,0.8864059448242188,0.8959423899650574,0.7108433842658997,0.9827709794044495,0.2706421911716461,0.8668465196230167,0.5626375496444895,0.540045766590389,0.3920265566209179
53,0.8867163062095642,0.8967551589012146,0.707602322101593,0.9820531010627747,0.2775229215621948,0.8643520683364398,0.5476444888682072,0.5251141552511416,0.39868202545187886
54,0.8870266675949097,0.8996699452400208,0.6875,0.9784637689590454,0.302752286195755,0.8674935951052775,0.5546835306298522,0.5298165137614679,0.42038217114021004
55,0.8873370289802551,0.8997030854225159,0.6910994648933411,0.9788227081298828,0.302752286195755,0.866786422281789,0.5569568972191496,0.540045766590389,0.42105260967073965
56,0.8879578113555908,0.9100439548492432,0.6415094137191772,0.9659009575843811,0.3899082541465759,0.8647398196750463,0.5565733348659516,0.5435779816513762,0.4850214181306013
57,0.8888888955116272,0.8998682498931885,0.7096773982048035,0.980617344379425,0.302752286195755,0.8642285806489854,0.558115492797477,0.5344036697247706,0.4244372755043504
58,0.890130341053009,0.9013201594352722,0.7135416865348816,0.9802584648132324,0.3142201900482178,0.8654231182122933,0.5744907821061292,0.5458715596330275,0.43630571722080086
59,0.8857852220535278,0.8892466425895691,0.7931034564971924,0.9913855195045471,0.2110091745853424,0.8641116789715286,0.5630268561798023,0.536697247706422,0.33333334429402806
60,0.8913718461990356,0.9098250269889832,0.671999990940094,0.9705671072006226,0.38532111048698425,0.8655474291509975,0.5615816657086375,0.5389908256880734,0.4897959374977384
61,0.8867163062095642,0.8941712975502014,0.7350993156433105,0.9856424927711487,0.2545871436595917,0.8668629846480106,0.5616065297805483,0.540045766590389,0.3781941799467232
62,0.8891992568969727,0.9025521874427795,0.6926829218864441,0.9773869514465332,0.32568806409835815,0.8648353168200111,0.555363675748684,0.5298165137614679,0.443057712695984
63,0.8864059448242188,0.9132513403892517,0.6190476417541504,0.9597989916801453,0.41743120551109314,0.867058918445438,0.5737994521571353,0.5412844036697247,0.4986301391830277
64,0.8873370289802551,0.914471447467804,0.6220735907554626,0.9594400525093079,0.4266054928302765,0.8666332975493456,0.5724593239844076,0.5525114155251142,0.5061224303467757
65,0.8891992568969727,0.9012223482131958,0.7025641202926636,0.9791816473007202,0.3142201900482178,0.8643257242964496,0.5649244312408914,0.5491990846681922,0.43423138841591485
66,0.8873370289802551,0.9042375683784485,0.6622222065925598,0.972720742225647,0.3417431116104126,0.8684395107911773,0.5715417376166546,0.5389908256880734,0.4508320355681051
67,0.8895096182823181,0.9044607281684875,0.6834862232208252,0.9752333164215088,0.3417431116104126,0.8676640081139644,0.5744295771554276,0.5344036697247706,0.4556574821472168
68,0.890130341053009,0.9124830365180969,0.6496350169181824,0.9655420184135437,0.4082568883895874,0.8687111837035768,0.5781119440962064,0.5435779816513762,0.5014084788973068
69,0.8919925689697266,0.9068758487701416,0.6946902871131897,0.9752333164215088,0.3600917458534241,0.8714575498725607,0.5801203107205474,0.5423340961098398,0.47432024910481724
70,0.8904407024383545,0.9013527035713196,0.717277467250824,0.980617344379425,0.3142201900482178,0.8703321654142272,0.585151896973688,0.5458715596330275,0.4370015723416337
71,0.8910614252090454,0.9054279327392578,0.6940639019012451,0.9759511947631836,0.3486238420009613,0.8703107608817349,0.5761908866801473,0.536697247706422,0.46412210860651704
72,0.8888888955116272,0.8959556221961975,0.75,0.9860014319419861,0.2683486342430115,0.8693730777083319,0.5782053826898355,0.5389908256880734,0.3952702584059426
73,0.8888888955116272,0.9146174788475037,0.6326530575752258,0.9612347483634949,0.4266054928302765,0.8664908750831484,0.5725554508628053,0.5435779816513762,0.5095890171869232
74,0.8867163062095642,0.8967551589012146,0.707602322101593,0.9820531010627747,0.2775229215621948,0.8666481160718402,0.5743558710512571,0.5458715596330275,0.39868202545187886
75,0.8879578113555908,0.8974106907844543,0.719298243522644,0.9827709794044495,0.2821100950241089,0.8714674288875571,0.5779723051341471,0.5481651376146789,0.4052718317191722
76,0.8929236531257629,0.9091518521308899,0.6903765797615051,0.9734386205673218,0.37844038009643555,0.8685720542423784,0.5802959875610318,0.5423340961098398,0.4888889297927538
77,0.8895096182823181,0.9036544561386108,0.6886792182922363,0.976310133934021,0.3348623812198639,0.8694512865770531,0.5780543747153375,0.5389908256880734,0.450617287579951
78,0.882371187210083,0.9197767972946167,0.580281674861908,0.9465183019638062,0.4724770784378052,0.8687358812410677,0.5772961546466593,0.5396825396825397,0.5208597032762456
79,0.8879578113555908,0.898979902267456,0.7049180269241333,0.980617344379425,0.2958715558052063,0.8713908665213353,0.5784051784327696,0.5458715596330275,0.41680126276042545
80,0.8867163062095642,0.9107567071914673,0.6290909051895142,0.9633883833885193,0.39678898453712463,0.87154069824878,0.5749932800733492,0.5389908256880734,0.4866385455117584
81,0.8873370289802551,0.9173269271850586,0.6144200563430786,0.9558506608009338,0.44954127073287964,0.8666538788305881,0.5676261893993748,0.5344036697247706,0.5192053157135857
82,0.8879578113555908,0.9094900488853455,0.6436781883239746,0.9666188359260559,0.38532111048698425,0.8702967656104901,0.5744298509873863,0.5275229357798165,0.482065998343243
83,0.8879578113555908,0.8992426991462708,0.7027027010917664,0.9802584648132324,0.29816514253616333,0.868930168535996,0.5763853178588472,0.5344036697247706,0.41867955368034104
84,0.8873370289802551,0.9136223793029785,0.6245733499526978,0.9605168700218201,0.4197247624397278,0.8691359813484199,0.5739335800449217,0.5321100917431193,0.5020575693123333
85,0.8857852220535278,0.9180498123168945,0.6030303239822388,0.9529792070388794,0.45642203092575073,0.8708746879877765,0.571241473177513,0.5389908256880734,0.5195822905890832
86,0.8864059448242188,0.8993399143218994,0.6822916865348816,0.978104829788208,0.30045872926712036,0.8702070312242735,0.5770944238859468,0.5481651376146789,0.4171974691224004
87,0.8864059448242188,0.9138166904449463,0.6174496412277222,0.9590811133384705,0.4220183491706848,0.8703848534942076,0.5729757444117118,0.5428571428571428,0.5013623618084074
88,0.8879578113555908,0.9005616307258606,0.692307710647583,0.9784637689590454,0.3096330165863037,0.8670473929279424,0.5731706654903596,0.5481651376146789,0.42789222760825024
89,0.8860955834388733,0.8948743343353271,0.7169811129570007,0.9838477969169617,0.26146790385246277,0.8654091229410487,0.56842884459276,0.5321100917431193,0.38319330122686224
90,0.8867163062095642,0.8957175612449646,0.7177914381027222,0.9834888577461243,0.2683486342430115,0.8678854627001323,0.5761492905855328,0.5458715596330275,0.39065110015864357
91,0.8926132917404175,0.9055851101875305,0.7102803587913513,0.9777458906173706,0.3486238420009613,0.870302528369238,0.5815792308640018,0.5435779816513762,0.4676923075072162
92,0.8857852220535278,0.8979591727256775,0.6847826242446899,0.9791816473007202,0.2889908254146576,0.8695698347570091,0.5614743539544144,0.5412844036697247,0.40645160293231813
93,0.8876474499702454,0.897377073764801,0.7151162624359131,0.9824120402336121,0.2821100950241089,0.8686906024223345,0.5736348640602177,0.5487528344671202,0.40460526386993073
94,0.8895096182823181,0.9015201330184937,0.704081654548645,0.9791816473007202,0.3165137469768524,0.8654025369310511,0.5659069546835502,0.5423340961098398,0.4367088384256593
95,0.8876474499702454,0.8950456380844116,0.7402597665786743,0.9856424927711487,0.26146790385246277,0.8669848258329657,0.5663213601186423,0.5280898876404494,0.3864406852850934
96,0.8904407024383545,0.9091826677322388,0.6666666865348816,0.9702081680297852,0.3807339370250702,0.869005907650968,0.5716111701885119,0.5481651376146789,0.48467154546337576
97,0.8941650986671448,0.904667317867279,0.7363184094429016,0.9809762835502625,0.33944955468177795,0.8701337618630506,0.5801760168426778,0.536697247706422,0.4646781789389215
98,0.8873370289802551,0.9153239727020264,0.6196721196174622,0.9583632349967957,0.4334862530231476,0.8689005314910067,0.5698174263060797,0.5321100917431193,0.5101214491814134
99,0.882371187210083,0.8893561959266663,0.7175572514533997,0.9867193102836609,0.21559633314609528,0.8696472203744805,0.5715829174063658,0.5481651376146789,0.33156967354420624
